country,iso_code,continent,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Northern Ireland,,Europe,26/01/2021,191050,168140,22910,4938,4379,10.09,8.88,1.21,2312,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,Europe,27/01/2021,199211,175284,23927,8161,4668,10.52,9.26,1.26,2465,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Northern Ireland,,Europe,28/01/2021,220201,196131,24070,20990,6665,11.63,10.36,1.27,3520,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Norway,NOR,Europe,27/12/2020,5,5,,,,0,0,,,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,28/12/2020,605,605,,600,600,0.01,0.01,,111,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,29/12/2020,1673,1673,,1068,834,0.03,0.03,,154,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,30/12/2020,2095,2095,,422,697,0.04,0.04,,129,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,31/12/2020,2167,2167,,72,540,0.04,0.04,,100,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,01/01/2021,2173,2173,,6,434,0.04,0.04,,80,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,02/01/2021,2173,2173,,0,361,0.04,0.04,,67,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,03/01/2021,2173,2173,,0,310,0.04,0.04,,57,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,04/01/2021,2174,2174,,1,224,0.04,0.04,,41,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,05/01/2021,5595,5595,,3421,560,0.1,0.1,,103,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,06/01/2021,14592,14592,,8997,1785,0.27,0.27,,329,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,07/01/2021,21138,21138,,6546,2710,0.39,0.39,,500,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,08/01/2021,22739,22739,,1601,2938,0.42,0.42,,542,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,09/01/2021,22870,22870,,131,2957,0.42,0.42,,545,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,10/01/2021,22976,22976,,106,2972,0.42,0.42,,548,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,11/01/2021,23317,23317,,341,3020,0.43,0.43,,557,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,12/01/2021,27574,27574,,4257,3140,0.51,0.51,,579,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,13/01/2021,37229,37229,,9655,3234,0.69,0.69,,597,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,14/01/2021,45587,45587,,8358,3493,0.84,0.84,,644,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,15/01/2021,50048,50048,,4461,3901,0.92,0.92,,720,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,16/01/2021,50762,50762,,714,3985,0.94,0.94,,735,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,17/01/2021,51092,51087,5,330,4017,0.94,0.94,0,741,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,18/01/2021,52602,52327,275,1510,4184,0.97,0.97,0.01,772,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,19/01/2021,57888,56846,1042,5286,4331,1.07,1.05,0.02,799,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,20/01/2021,68396,66664,1732,10508,4452,1.26,1.23,0.03,821,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,21/01/2021,76729,74830,1899,8333,4449,1.42,1.38,0.04,821,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,22/01/2021,79951,78045,1906,3222,4272,1.47,1.44,0.04,788,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,23/01/2021,80304,78398,1906,353,4220,1.48,1.45,0.04,778,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
Norway,NOR,Europe,24/01/2021,80362,78456,1906,58,4181,1.48,1.45,0.04,771,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
